ensembl_gene_id,chr_name,gene_name,Description,gene_start,gene_end,min_snp,p,pos,aff,unaff,upstream,downstream,in_gene,nAff,nUnaff,FDR,dist2Gene
ENSOCUG00000026364,chr1,FOXRED1,FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927],90807212,90813338,103544_9,0.3638,90793637,0/4/37,0/1/35,FALSE,TRUE,FALSE,41,36,0.5348057024530105,13575
ENSOCUG00000027084,chr10,NA,NA,30281620,30282303,1948_78,0.3638,30250619,5/14/22,3/8/25,FALSE,TRUE,FALSE,41,36,0.5348057024530105,31001
ENSOCUG00000009397,GL018699,STRBP,spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462],3993291,4060809,196216_70,0.364,3964131,0/5/19,2/10/19,TRUE,FALSE,FALSE,24,31,0.5350144927536232,29160
ENSOCUG00000000590,chr20,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:17964],4561738,4579219,108060_47,0.36410000000000003,4613064,3/13/22,0/11/18,FALSE,TRUE,FALSE,38,29,0.5350762579617835,33845
ENSOCUG00000022384,chr3,NA,NA,5461534,5463569,136336_69,0.3642,5458895,3/7/21,2/9/11,TRUE,FALSE,FALSE,31,22,0.535138003502627,2639
ENSOCUG00000023996,chr3,NA,NA,5427464,5434604,136336_69,0.3642,5458895,3/7/21,2/9/11,FALSE,TRUE,FALSE,31,22,0.535138003502627,24291
ENSOCUG00000006798,chr13,OR6K3,olfactory receptor family 6 subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:15030],34346745,34347689,31932_46,0.3644,34369383,6/21/14,7/22/7,FALSE,TRUE,FALSE,41,36,0.535346641197071,21694
ENSOCUG00000007762,chr13,SPTA1,"spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]",34408157,34489845,31932_46,0.3644,34369383,6/21/14,7/22/7,TRUE,FALSE,FALSE,41,36,0.535346641197071,38774
ENSOCUG00000010429,chr13,OR6K2,olfactory receptor family 6 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15029],34369042,34370019,31932_46,0.3644,34369383,6/21/14,7/22/7,FALSE,FALSE,TRUE,41,36,0.535346641197071,0
ENSOCUG00000026738,chr13,NA,NA,34338140,34339087,31932_46,0.3644,34369383,6/21/14,7/22/7,FALSE,TRUE,FALSE,41,36,0.535346641197071,30296
ENSOCUG00000001952,chr8,TIGAR,TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185],30429902,30455112,173934_77,0.3645,30441011,0/6/34,2/6/27,FALSE,FALSE,TRUE,40,35,0.5354083240490212,0
ENSOCUG00000015589,chr8,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583],30381837,30411556,173934_77,0.3645,30441011,0/6/34,2/6/27,FALSE,TRUE,FALSE,40,35,0.5354083240490212,29455
ENSOCUG00000021580,chr8,FGF23,fibroblast growth factor 23 [Source:HGNC Symbol;Acc:HGNC:3680],30469059,30477170,173934_77,0.3645,30441011,0/6/34,2/6/27,FALSE,TRUE,FALSE,40,35,0.5354083240490212,28048
ENSOCUG00000009193,chr9,RRP9,"ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:16829]",19066792,19075443,297833_17,0.3648,19078516,3/6/16,1/9/12,TRUE,FALSE,FALSE,25,22,0.5357637173774665,3073
ENSOCUG00000014656,chr9,IQCF2,IQ motif containing F2 [Source:HGNC Symbol;Acc:HGNC:31815],19014061,19040595,297833_17,0.3648,19078516,3/6/16,1/9/12,FALSE,TRUE,FALSE,25,22,0.5357637173774665,37921
ENSOCUG00000022685,chr9,IQCF5,IQ motif containing F5 [Source:HGNC Symbol;Acc:HGNC:35159],19053196,19055207,297833_17,0.3648,19078516,3/6/16,1/9/12,TRUE,FALSE,FALSE,25,22,0.5357637173774665,23309
ENSOCUG00000027292,chr9,IQCF1,IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607],19061138,19062738,297833_17,0.3648,19078516,3/6/16,1/9/12,TRUE,FALSE,FALSE,25,22,0.5357637173774665,15778
ENSOCUG00000017459,chr17,EPB42,erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381],29060804,29079853,65179_46,0.3649,29064591,5/16/8,3/6/8,FALSE,FALSE,TRUE,29,17,0.5358253142402546,0
ENSOCUG00000003406,chr7,TPK1,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358],7331030,7796089,168999_37,0.36510000000000004,7773229,0/0/40,0/1/22,FALSE,FALSE,TRUE,40,23,0.5359484491808495,0
ENSOCUG00000006182,chr10,TAC1,tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517],31654621,31662292,2062_33,0.36510000000000004,31626248,0/0/40,0/1/22,FALSE,TRUE,FALSE,40,23,0.5359484491808495,28373
ENSOCUG00000012809,chr13,SLC25A24,calcium-binding mitochondrial carrier protein SCaMC-1  [Source:RefSeq peptide;Acc:NP_001076246],55867495,55933256,35346_6,0.3653,55965091,3/14/8,7/14/5,FALSE,TRUE,FALSE,25,26,0.5361567589058525,31835
ENSOCUG00000025015,chr2,EDAR,ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895],83622726,83698084,123424_22,0.3657,83665548,5/15/14,7/19/9,FALSE,FALSE,TRUE,34,35,0.5365254369240546,0
ENSOCUG00000010777,chr12,DOPEY1,dopey family member 1 [Source:HGNC Symbol;Acc:HGNC:21194],70035296,70146749,19762_63,0.3658,70112096,0/9/26,0/4/22,FALSE,FALSE,TRUE,35,26,0.5365254369240546,0
ENSOCUG00000010803,chr12,PGM3,phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907],70147734,70171339,19762_63,0.3658,70112096,0/9/26,0/4/22,FALSE,TRUE,FALSE,35,26,0.5365254369240546,35638
ENSOCUG00000007352,chr16,AVPR1B,arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:HGNC:896],66192701,66196755,61257_21,0.3659,66200246,0/0/26,0/1/14,FALSE,TRUE,FALSE,26,15,0.5365254369240546,3491
ENSOCUG00000007832,chr11,CDH12,cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751],45449895,45921413,7240_3,0.3659,45910673,0/0/26,0/1/14,FALSE,FALSE,TRUE,26,15,0.5365254369240546,0
ENSOCUG00000012615,chr10,BMPER,BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154],17767877,18043853,1114_61,0.3659,17745700,0/0/26,0/1/14,TRUE,FALSE,FALSE,26,15,0.5365254369240546,22177
ENSOCUG00000017245,GL018866,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 [Source:HGNC Symbol;Acc:HGNC:21727]",478453,574048,248402_74,0.3659,464170,0/0/26,0/1/14,FALSE,TRUE,FALSE,26,15,0.5365254369240546,14283
ENSOCUG00000003811,chr4,SP7,Sp7 transcription factor [Source:HGNC Symbol;Acc:HGNC:17321],37153002,37159195,143396_63,0.3662,37113449,13/15/14,7/18/10,FALSE,TRUE,FALSE,42,35,0.5365391014446738,39553
ENSOCUG00000004829,chr12,ESR1,estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467],141693608,142168135,12751_4,0.3662,141705638,5/12/16,3/5/16,FALSE,FALSE,TRUE,33,24,0.5365391014446738,0
ENSOCUG00000009444,chr1,ALDH1A1,retinal dehydrogenase 1  [Source:RefSeq peptide;Acc:NP_001075482],59416689,59478488,100147_79,0.3662,59419558,0/37/4,0/34/1,FALSE,FALSE,TRUE,41,35,0.5365391014446738,0
ENSOCUG00000011476,chr4,FAIM2,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067],34046051,34069998,142538_14,0.3662,34048096,9/15/12,8/16/5,FALSE,FALSE,TRUE,36,29,0.5365391014446738,0
ENSOCUG00000013357,chr13,GRHL3,grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839],129071602,129101797,26236_68,0.3662,129068271,0/4/34,0/1/31,FALSE,TRUE,FALSE,38,32,0.5365391014446738,3331
ENSOCUG00000013720,chr8,CLYBL,citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355],101325168,101570994,170470_48,0.3665,101415023,0/7/34,2/6/25,FALSE,FALSE,TRUE,41,33,0.5368082050468179,0
ENSOCUG00000015493,chr1,ANXA1,annexin A1  [Source:RefSeq peptide;Acc:NP_001164623],59691444,59711988,100157_20,0.3665,59736854,8/15/19,8/14/9,FALSE,TRUE,FALSE,42,31,0.5368082050468179,24866
ENSOCUG00000017235,chr5,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585],12782183,12806812,149603_70,0.3668,12839453,0/5/34,1/5/19,FALSE,TRUE,FALSE,39,25,0.5371623611551889,32641
ENSOCUG00000017254,chr5,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],12813141,12841460,149603_70,0.3668,12839453,0/5/34,1/5/19,FALSE,FALSE,TRUE,39,25,0.5371623611551889,0
ENSOCUG00000017271,chr5,MT4,metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705],12874657,12876412,149603_70,0.3668,12839453,0/5/34,1/5/19,TRUE,FALSE,FALSE,39,25,0.5371623611551889,35204
ENSOCUG00000002638,chr14,COMMD2,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993],43534073,43547069,44624_16,0.36710000000000004,43541546,1/8/22,0/9/12,FALSE,FALSE,TRUE,31,21,0.5372977809478523,0
ENSOCUG00000002642,chr14,ANKUB1,ankyrin repeat and ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29642],43553260,43591116,44624_16,0.36710000000000004,43541546,1/8/22,0/9/12,FALSE,TRUE,FALSE,31,21,0.5372977809478523,11714
ENSOCUG00000011119,chr15,COQ2,"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]",67116992,67135468,53104_34,0.36710000000000004,67123849,4/17/18,1/9/18,FALSE,FALSE,TRUE,39,28,0.5372977809478523,0
ENSOCUG00000011126,chr15,HPSE,heparanase [Source:HGNC Symbol;Acc:HGNC:5164],67074645,67110270,53104_34,0.36710000000000004,67123849,4/17/18,1/9/18,FALSE,TRUE,FALSE,39,28,0.5372977809478523,13579
ENSOCUG00000021673,chr3,NA,NA,96068206,96068532,139566_38,0.36710000000000004,96096010,3/10/23,2/11/11,TRUE,FALSE,FALSE,36,24,0.5372977809478523,27478
ENSOCUG00000000820,chr18,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]",68871977,68887887,78148_5,0.3672,68878503,4/9/26,7/10/18,FALSE,FALSE,TRUE,39,35,0.5372977809478523,0
ENSOCUG00000001395,chr18,NA,NA,68863343,68863582,78148_5,0.3672,68878503,4/9/26,7/10/18,TRUE,FALSE,FALSE,39,35,0.5372977809478523,14921
ENSOCUG00000001903,chr19,NOS2,nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873],20240783,20274241,81387_13,0.3673,20285308,11/13/16,5/14/17,FALSE,TRUE,FALSE,40,36,0.5372977809478523,11067
ENSOCUG00000005857,GL018699,C9orf43,chromosome 9 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:23570],14101821,14130276,195689_30,0.3673,14087313,0/0/31,1/0/17,FALSE,TRUE,FALSE,31,18,0.5372977809478523,14508
ENSOCUG00000025803,chr19,NA,NA,20276450,20290378,81387_13,0.3673,20285308,11/13/16,5/14/17,FALSE,FALSE,TRUE,40,36,0.5372977809478523,0
ENSOCUG00000029669,chr1,HACD4,3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920],32705696,32733072,98205_37,0.3673,32726453,0/0/31,0/1/17,FALSE,FALSE,TRUE,31,18,0.5372977809478523,0
ENSOCUG00000007319,chr13,GPX7,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559],114087851,114096885,23573_46,0.3674,114051936,0/10/32,2/7/27,FALSE,TRUE,FALSE,42,36,0.5373588906497623,35915
ENSOCUG00000016049,chr13,COA7,cytochrome c oxidase assembly factor 7 (putative) [Source:HGNC Symbol;Acc:HGNC:25716],114016674,114031315,23573_46,0.3674,114051936,0/10/32,2/7/27,FALSE,TRUE,FALSE,42,36,0.5373588906497623,20621
ENSOCUG00000029254,chr13,FAM159A,family with sequence similarity 159 member A [Source:HGNC Symbol;Acc:HGNC:28757],114060355,114077643,23573_46,0.3674,114051936,0/10/32,2/7/27,FALSE,TRUE,FALSE,42,36,0.5373588906497623,8419
ENSOCUG00000009956,GL018931,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) [Source:HGNC Symbol;Acc:HGNC:9801]",160143,179145,255246_8,0.36760000000000004,158830,3/15/16,3/8/19,FALSE,TRUE,FALSE,34,30,0.5375662177151007,1313
ENSOCUG00000009694,chr4,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382],42696006,43011807,144099_53,0.3679,42803603,2/12/22,0/7/22,FALSE,FALSE,TRUE,36,29,0.5379196926489227,0
ENSOCUG00000006228,chr16,SUSD4,sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470],49770353,49903030,59531_35,0.368,49892623,0/7/35,2/6/26,FALSE,FALSE,TRUE,42,34,0.5379806747980358,0
ENSOCUG00000002831,chr1,POU2F3,POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864],97671394,97760682,104349_26,0.3682,97783782,8/12/13,8/15/7,TRUE,FALSE,FALSE,33,30,0.5381025811559779,23100
ENSOCUG00000010492,chr1,ETS1,"ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]",88323119,88455941,103228_1,0.3682,88364088,12/13/10,8/7/13,FALSE,FALSE,TRUE,35,28,0.5381025811559779,0
ENSOCUG00000007635,chr19,NGFR,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809],38083773,38101652,84001_11,0.3684,38119656,0/0/36,0/1/20,TRUE,FALSE,FALSE,36,21,0.5382244103213552,18004
ENSOCUG00000008548,chr1,KLHL9,kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732],32393380,32395233,98183_59,0.3684,32413079,0/0/36,0/1/20,TRUE,FALSE,FALSE,36,21,0.5382244103213552,17846
ENSOCUG00000021872,chr1,NA,NA,32419582,32420169,98183_59,0.3684,32413079,0/0/36,0/1/20,TRUE,FALSE,FALSE,36,21,0.5382244103213552,6503
ENSOCUG00000022979,chr1,NA,NA,32429857,32430426,98183_59,0.3684,32413079,0/0/36,0/1/20,TRUE,FALSE,FALSE,36,21,0.5382244103213552,16778
ENSOCUG00000023654,chr1,NA,NA,32438918,32439505,98183_59,0.3684,32413079,0/0/36,0/1/20,TRUE,FALSE,FALSE,36,21,0.5382244103213552,25839
ENSOCUG00000027561,chr1,NA,NA,32373937,32374506,98183_59,0.3684,32413079,0/0/36,0/1/20,TRUE,FALSE,FALSE,36,21,0.5382244103213552,38573
ENSOCUG00000008618,chr8,FAM60A,family with sequence similarity 60 member A [Source:HGNC Symbol;Acc:HGNC:30702],9789566,9817324,179175_57,0.36870000000000003,9783760,0/12/24,1/13/16,TRUE,FALSE,FALSE,36,30,0.5385774453941121,5806
ENSOCUG00000023171,GL019052,TOLLIP,toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476],9197,29885,264154_69,0.3688,20018,0/7/17,0/9/12,FALSE,FALSE,TRUE,24,21,0.5386382655483463,0
ENSOCUG00000024023,GL018828,NA,NA,82221,84719,242705_62,0.369,68357,10/20/11,7/13/15,TRUE,FALSE,FALSE,41,35,0.5388450949367088,13864
ENSOCUG00000026308,GL018828,ZG16B,zymogen granule protein 16B [Source:HGNC Symbol;Acc:HGNC:30456],87113,88627,242705_62,0.369,68357,10/20/11,7/13/15,FALSE,TRUE,FALSE,41,35,0.5388450949367088,18756
ENSOCUG00000015689,chr1,PRPF19,pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896],193523390,193533396,97045_24,0.36910000000000004,193549602,1/5/14,1/2/20,TRUE,FALSE,FALSE,20,23,0.5389058535041924,16206
ENSOCUG00000015708,chr1,TMEM109,transmembrane protein 109 [Source:HGNC Symbol;Acc:HGNC:28771],193539339,193549353,97045_24,0.36910000000000004,193549602,1/5/14,1/2/20,FALSE,TRUE,FALSE,20,23,0.5389058535041924,249
ENSOCUG00000015713,chr1,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],193550535,193561226,97045_24,0.36910000000000004,193549602,1/5/14,1/2/20,TRUE,FALSE,FALSE,20,23,0.5389058535041924,933
ENSOCUG00000000737,chr1,NR4A3,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982],13354916,13387881,90400_0,0.36920000000000003,13375486,0/0/41,0/1/23,FALSE,FALSE,TRUE,41,24,0.5389665928503639,0
ENSOCUG00000012371,chr4,VPS16,"VPS16, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:14584]",9850655,9875506,149134_39,0.3693,9852372,0/3/33,1/3/18,FALSE,FALSE,TRUE,36,22,0.5390273129843429,0
ENSOCUG00000014939,chr4,PCED1A,PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212],9845269,9849830,149134_39,0.3693,9852372,0/3/33,1/3/18,TRUE,FALSE,FALSE,36,22,0.5390273129843429,2542
ENSOCUG00000021376,chr4,PTPRA,"protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]",9878654,10034085,149134_39,0.3693,9852372,0/3/33,1/3/18,TRUE,FALSE,FALSE,36,22,0.5390273129843429,26282
ENSOCUG00000015668,GL018937,CHMP7,charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439],229737,242390,255739_0,0.3695,239960,5/12/16,1/11/8,FALSE,FALSE,TRUE,33,20,0.5392339500316256,0
ENSOCUG00000023554,GL018937,R3HCC1,R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329],265851,272772,255739_0,0.3695,239960,5/12/16,1/11/8,TRUE,FALSE,FALSE,33,20,0.5392339500316256,25891
ENSOCUG00000008664,chr13,NA,NA,1501890,1609609,30200_64,0.3698,1586721,3/13/18,4/5/13,FALSE,FALSE,TRUE,34,22,0.5395617354196302,0
ENSOCUG00000006885,chr13,SLC30A2,solute carrier family 30 member 2 [Source:HGNC Symbol;Acc:HGNC:11013],139245433,139249931,28905_42,0.3699,139246236,2/11/23,0/5/21,FALSE,FALSE,TRUE,36,26,0.5395617354196302,0
ENSOCUG00000007240,chr16,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]",43863504,44016553,58613_7,0.3699,43937832,2/17/19,4/9/13,FALSE,FALSE,TRUE,38,26,0.5395617354196302,0
ENSOCUG00000013564,chr13,TRIM63,tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007],139223048,139240154,28905_42,0.3699,139246236,2/11/23,0/5/21,FALSE,TRUE,FALSE,36,26,0.5395617354196302,6082
ENSOCUG00000023692,chr8,TPT1,translationally-controlled tumor protein  [Source:RefSeq peptide;Acc:NP_001075598],49787957,49790682,176598_37,0.37,49775796,0/10/32,1/11/23,TRUE,FALSE,FALSE,42,35,0.5396223135271807,12161
ENSOCUG00000016776,chr13,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922],51249967,51266685,34442_2,0.37020000000000003,51236455,6/7/7,4/14/8,TRUE,FALSE,FALSE,20,26,0.539743412322275,13512
ENSOCUG00000017377,chr3,MATN2,matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908],113696145,113844332,126831_52,0.37020000000000003,113722962,0/4/21,0/1/18,FALSE,FALSE,TRUE,25,19,0.539743412322275,0
ENSOCUG00000004814,GL018732,SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857],2277119,2281397,216367_13,0.3704,2292142,8/20/11,5/14/15,FALSE,TRUE,FALSE,39,34,0.5398644346178143,10745
ENSOCUG00000010014,chr17,FSCB,fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494],63840212,63842083,68430_31,0.3704,63833465,0/0/34,0/1/19,FALSE,TRUE,FALSE,34,20,0.5398644346178143,6747
ENSOCUG00000015946,chr13,OVGP1,oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524],52788863,52803127,34786_10,0.3705,52789511,0/2/33,1/3/23,FALSE,FALSE,TRUE,35,27,0.5399249171009,0
ENSOCUG00000028077,GL018791,SZRD1,SUZ RNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30232],27130,46379,234966_57,0.37070000000000003,83107,5/6/9,4/11/6,TRUE,FALSE,FALSE,20,21,0.5401310862014526,36728
ENSOCUG00000005353,chr17,ANKDD1A,ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002],7323253,7361567,69325_34,0.3708,7301138,1/17/24,3/11/20,FALSE,TRUE,FALSE,42,34,0.5401915074980269,22115
ENSOCUG00000016136,chr17,NA,NA,7301442,7318425,69325_34,0.3708,7301138,1/17/24,3/11/20,TRUE,FALSE,FALSE,42,34,0.5401915074980269,304
ENSOCUG00000002815,GL018729,IFNGR2,interferon gamma receptor 2 (interferon gamma transducer 1) [Source:HGNC Symbol;Acc:HGNC:5440],217967,236451,215268_63,0.3709,258246,0/8/28,0/7/14,FALSE,TRUE,FALSE,36,21,0.5402519097222223,21795
ENSOCUG00000009225,chr19,MYOCD,myocardin [Source:HGNC Symbol;Acc:HGNC:16067],6944737,7050490,87711_56,0.37120000000000003,6983556,1/2/16,3/4/13,FALSE,FALSE,TRUE,19,20,0.5405182707478701,0
ENSOCUG00000014119,chr7,HOXD3,homeobox D3 [Source:HGNC Symbol;Acc:HGNC:5137],115727508,115730754,159651_28,0.37120000000000003,115766387,10/22/9,6/16/13,FALSE,TRUE,FALSE,41,35,0.5405182707478701,35633
ENSOCUG00000015582,chr7,HOXD1,homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132],115747210,115748481,159651_28,0.37120000000000003,115766387,10/22/9,6/16/13,FALSE,TRUE,FALSE,41,35,0.5405182707478701,17906
ENSOCUG00000006387,chr8,NA,NA,108129762,108131111,171080_58,0.3713,108170504,1/14/21,3/7/13,TRUE,FALSE,FALSE,36,23,0.5405785928379871,39393
ENSOCUG00000008528,chr19,NA,NA,42089645,42090579,84813_16,0.3718,42123799,8/7/10,4/9/5,TRUE,FALSE,FALSE,25,18,0.5412211671924291,33220
ENSOCUG00000021300,chr19,NA,NA,42101357,42101749,84813_16,0.3718,42123799,8/7/10,4/9/5,TRUE,FALSE,FALSE,25,18,0.5412211671924291,22050
ENSOCUG00000021675,chr19,NA,NA,42105939,42106334,84813_16,0.3718,42123799,8/7/10,4/9/5,TRUE,FALSE,FALSE,25,18,0.5412211671924291,17465
ENSOCUG00000025953,chr19,NA,NA,42113975,42114370,84813_16,0.3718,42123799,8/7/10,4/9/5,TRUE,FALSE,FALSE,25,18,0.5412211671924291,9429
ENSOCUG00000028130,chr19,NA,NA,42119384,42119779,84813_16,0.3718,42123799,8/7/10,4/9/5,TRUE,FALSE,FALSE,25,18,0.5412211671924291,4020
ENSOCUG00000001366,chr7,NA,NA,108621606,108641977,158798_70,0.37220000000000003,108596261,2/14/14,0/10/16,FALSE,TRUE,FALSE,30,26,0.5416325764742984,25345
ENSOCUG00000024054,GL019580,NA,NA,3462,37489,275987_27,0.37220000000000003,37600,0/4/28,0/1/24,TRUE,FALSE,FALSE,32,25,0.5416325764742984,111
ENSOCUG00000012860,chr18,PAX2,paired box 2 [Source:HGNC Symbol;Acc:HGNC:8616],48831264,48918883,75184_79,0.3725,48853790,0/0/32,0/1/18,FALSE,FALSE,TRUE,32,19,0.5419836827999369,0
ENSOCUG00000025268,GL018741,CST7,cystatin F [Source:HGNC Symbol;Acc:HGNC:2479],1160069,1166561,220364_40,0.37260000000000004,1157220,9/15/17,8/18/10,FALSE,TRUE,FALSE,41,36,0.5420437263556117,2849
ENSOCUG00000011679,chr18,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745],47622348,47665990,75020_64,0.37270000000000003,47602725,7/10/14,9/9/7,TRUE,FALSE,FALSE,31,25,0.5421037509850276,19623
ENSOCUG00000011690,chr18,SLC25A28,solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472],47587821,47598773,75020_64,0.37270000000000003,47602725,7/10/14,9/9/7,TRUE,FALSE,FALSE,31,25,0.5421037509850276,3952
ENSOCUG00000005585,chr14,SLC7A14,solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326],65382164,65482871,45901_30,0.3729,65467519,0/0/37,0/1/21,FALSE,FALSE,TRUE,37,22,0.5422237435008666,0
ENSOCUG00000016641,chr5,ADGRG3,adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728],13738040,13761892,149819_26,0.3729,13720080,0/0/37,1/0/21,TRUE,FALSE,FALSE,37,22,0.5422237435008666,17960
ENSOCUG00000010299,chr16,CSRP1,cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469],70038213,70048580,62452_55,0.373,70044366,1/17/18,4/15/14,FALSE,FALSE,TRUE,36,33,0.542283711405167,0
ENSOCUG00000024503,chr16,PHLDA3,pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934],70060580,70060957,62452_55,0.373,70044366,1/17/18,4/15/14,TRUE,FALSE,FALSE,36,33,0.542283711405167,16214
ENSOCUG00000005449,chr17,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172],8103798,8146643,70309_27,0.37320000000000003,8170442,0/4/36,0/1/31,TRUE,FALSE,FALSE,40,32,0.5424890218932116,23799
ENSOCUG00000009575,chr17,FAM96A,family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235],8149159,8166725,70309_27,0.37320000000000003,8170442,0/4/36,0/1/31,FALSE,TRUE,FALSE,40,32,0.5424890218932116,3717
ENSOCUG00000015579,chr13,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457],30415542,30448390,31476_70,0.3733,30397782,0/6/32,0/8/23,FALSE,TRUE,FALSE,38,31,0.5425489291338583,17760
ENSOCUG00000001820,chr13,TMEM50A,transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590],128297447,128318216,26000_63,0.3735,128285607,2/13/19,3/5/13,FALSE,TRUE,FALSE,34,21,0.5426686870277078,11840
ENSOCUG00000001823,chr13,NA,NA,128261063,128296931,26000_63,0.3735,128285607,2/13/19,3/5/13,FALSE,FALSE,TRUE,34,21,0.5426686870277078,0
ENSOCUG00000027333,chr2,NA,NA,106239142,106239766,111783_15,0.3735,106272202,7/16/14,7/6/11,FALSE,TRUE,FALSE,37,24,0.5426686870277078,32436
ENSOCUG00000012276,chr19,CRYBA1,crystallin beta A1 [Source:HGNC Symbol;Acc:HGNC:2394],18964989,18972088,81123_71,0.37370000000000003,18960981,1/8/13,1/3/15,FALSE,TRUE,FALSE,22,19,0.5428738076499292,4008
