chromosome_id	chromosome_name	ensembl_gene_id	start_position	end_position	strand	external_gene_name	description
3111	GL018823	ENSOCUG00000023621	544416	559570	1	VPS11	VPS11, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:14583]
3111	GL018823	ENSOCUG00000024055	757834	763317	-1	MCAM	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]
3111	GL018823	ENSOCUG00000024892	635140	647142	1	NLRX1	NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]
3111	GL018823	ENSOCUG00000025048	393842	404769	1	CXCR5	chemokine (C-X-C motif) receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]
3111	GL018823	ENSOCUG00000025228	92561	113745	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TNJ1]
3111	GL018823	ENSOCUG00000027014	796902	801628	-1	MFRP	membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]
3111	GL018823	ENSOCUG00000027585	406973	421291	-1	BCL9L	B-cell CLL/lymphoma 9-like [Source:HGNC Symbol;Acc:HGNC:23688]
3109	GL018824	ENSOCUG00000000630	621653	651037	-1	BCL7A	B-cell CLL/lymphoma 7A [Source:HGNC Symbol;Acc:HGNC:1004]
3109	GL018824	ENSOCUG00000002256	8042	36478	-1	CCDC62	coiled-coil domain containing 62 [Source:HGNC Symbol;Acc:HGNC:30723]
3109	GL018824	ENSOCUG00000002298	443712	473564	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SH85]
3109	GL018824	ENSOCUG00000002304	334272	440122	1	CLIP1	CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
3109	GL018824	ENSOCUG00000003735	92942	93847	1	HCAR1	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]
3109	GL018824	ENSOCUG00000004125	736186	760430	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SL46]
3109	GL018824	ENSOCUG00000007332	665018	732704	-1	WDR66	WD repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:28506]
3109	GL018824	ENSOCUG00000008150	39304	60799	-1		Density-regulated protein  [Source:UniProtKB/TrEMBL;Acc:G1SUK5]
3109	GL018824	ENSOCUG00000011261	548376	609121	-1	MLXIP	MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]
3109	GL018824	ENSOCUG00000011816	775514	782792	1	HPD	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]
3109	GL018824	ENSOCUG00000012781	499409	513018	-1	LRRC43	leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:HGNC:28562]
3109	GL018824	ENSOCUG00000013759	259681	283481	1	ZCCHC8	zinc finger, CCHC domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]
3109	GL018824	ENSOCUG00000013781	241759	255877	1	RSRC2	arginine/serine-rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
3109	GL018824	ENSOCUG00000013792	140812	233144	-1	KNTC1	kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]
3109	GL018824	ENSOCUG00000017708	787625	807941	-1	SETD1B	SET domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29187]
3109	GL018824	ENSOCUG00000017710	521163	522648	1	IL31	interleukin 31 [Source:HGNC Symbol;Acc:HGNC:19372]
3109	GL018824	ENSOCUG00000021700	103440	104522	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U9M0]
3109	GL018824	ENSOCUG00000022017	479059	495896	1	DIABLO	diablo, IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]
3109	GL018824	ENSOCUG00000022388	576343	576802	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U080]
3109	GL018824	ENSOCUG00000026192	819174	828057	1	RHOF	ras homolog family member F (in filopodia) [Source:HGNC Symbol;Acc:HGNC:15703]
3113	GL018825	ENSOCUG00000013711	176524	177069	1		Malignant T-cell-amplified sequence  [Source:UniProtKB/TrEMBL;Acc:G1T5Z3]
3113	GL018825	ENSOCUG00000023002	557672	582456	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U454]
3113	GL018825	ENSOCUG00000023740	16239	18356	1	ZBED1	zinc finger, BED-type containing 1 [Source:HGNC Symbol;Acc:HGNC:447]
3113	GL018825	ENSOCUG00000029570	496380	503168	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KNY4]
3120	GL018826	ENSOCUG00000001067	148389	148987	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SEN7]
3120	GL018826	ENSOCUG00000001186	601982	608130	-1	ZDHHC8	zinc finger, DHHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:18474]
3120	GL018826	ENSOCUG00000003612	626013	646748	-1	DGCR8	DGCR8 microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
3120	GL018826	ENSOCUG00000006297	735158	746414	-1	COMT	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]
3120	GL018826	ENSOCUG00000006299	718961	735242	1	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:HGNC:728]
3120	GL018826	ENSOCUG00000009391	475848	492814	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SX44]
3120	GL018826	ENSOCUG00000010314	761899	801540	1	TXNRD2	thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155]
3120	GL018826	ENSOCUG00000010326	822673	823746	1	C22orf29	chromosome 22 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:26112]
3120	GL018826	ENSOCUG00000014466	894197	898441	-1	TBX1	T-box 1 [Source:HGNC Symbol;Acc:HGNC:11592]
3120	GL018826	ENSOCUG00000021225	621139	624873	1	TRMT2A	tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974]
3120	GL018826	ENSOCUG00000021272	651052	678459	-1	TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]
3120	GL018826	ENSOCUG00000021383	293414	312927	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1T2Z9]
3120	GL018826	ENSOCUG00000022698	612365	619317	-1	RANBP1	RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]
3120	GL018826	ENSOCUG00000023101	162416	170398	1		Kinesin-like protein  [Source:UniProtKB/TrEMBL;Acc:G1T858]
3120	GL018826	ENSOCUG00000024558	470233	475234	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1THW7]
3120	GL018826	ENSOCUG00000026037	851605	883183	1	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:HGNC Symbol;Acc:HGNC:4397]
3114	GL018827	ENSOCUG00000002237	790923	791426	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SH37]
3114	GL018827	ENSOCUG00000010479	574391	592408	1	HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]
3114	GL018827	ENSOCUG00000021697	807432	816511	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U2R0]
3114	GL018827	ENSOCUG00000022172	469328	469609	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TUZ5]
3114	GL018827	ENSOCUG00000025531	478006	480673	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TZW4]
3114	GL018827	ENSOCUG00000027910	259562	259969	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U5I7]
3112	GL018828	ENSOCUG00000000224	349638	351941	1		
3112	GL018828	ENSOCUG00000001607	100401	109657	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SFR9]
3112	GL018828	ENSOCUG00000004228	152337	154060	-1	PRSS33	protease, serine 33 [Source:HGNC Symbol;Acc:HGNC:30405]
3112	GL018828	ENSOCUG00000004948	464808	476620	-1	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]
3112	GL018828	ENSOCUG00000004951	481896	495831	-1	MEFV	Mediterranean fever [Source:HGNC Symbol;Acc:HGNC:6998]
3112	GL018828	ENSOCUG00000007367	795931	814459	-1	SLX4	SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]
3112	GL018828	ENSOCUG00000010116	143067	146972	-1		
3112	GL018828	ENSOCUG00000010556	324008	346486	1	ZNF205	zinc finger protein 205 [Source:HGNC Symbol;Acc:HGNC:12996]
3112	GL018828	ENSOCUG00000011323	849278	851911	1	DNASE1	Oryctolagus cuniculus deoxyribonuclease I (DNASE1), mRNA. [Source:RefSeq mRNA;Acc:NM_001082740]
3112	GL018828	ENSOCUG00000011369	537418	549747	1		
3112	GL018828	ENSOCUG00000011759	704404	748197	1	CLUAP1	clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]
3112	GL018828	ENSOCUG00000012210	518692	529149	1	ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]
3112	GL018828	ENSOCUG00000014415	128368	142873	1	SRRM2	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]
3112	GL018828	ENSOCUG00000014506	624833	633462	1	ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]
3112	GL018828	ENSOCUG00000014517	684449	691044	1	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]
3112	GL018828	ENSOCUG00000017175	217869	220061	1	KREMEN2	kringle containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:18797]
3112	GL018828	ENSOCUG00000017181	225936	229543	-1	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]
3112	GL018828	ENSOCUG00000017197	264155	264820	-1	CLDN6	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]
3112	GL018828	ENSOCUG00000017202	268984	269850	-1	HCFC1R1	host cell factor C1 regulator 1 (XPO1 dependent) [Source:HGNC Symbol;Acc:HGNC:21198]
3112	GL018828	ENSOCUG00000017209	273063	278744	-1	CCDC64B	coiled-coil domain containing 64B [Source:HGNC Symbol;Acc:HGNC:33584]
3112	GL018828	ENSOCUG00000017829	155593	159413	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TG65]
3112	GL018828	ENSOCUG00000021175	453094	454032	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TZI8]
3112	GL018828	ENSOCUG00000021772	432018	432950	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TT81]
3112	GL018828	ENSOCUG00000021870	306459	310514	-1	ZSCAN10	zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]
3112	GL018828	ENSOCUG00000021887	441463	442398	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TH53]
3112	GL018828	ENSOCUG00000022195	112741	115986	1	PRSS21	protease, serine 21 [Source:HGNC Symbol;Acc:HGNC:9485]
3112	GL018828	ENSOCUG00000022550	391233	392171	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TK76]
3112	GL018828	ENSOCUG00000023517	270263	271654	1	THOC6	THO complex 6 [Source:HGNC Symbol;Acc:HGNC:28369]
3112	GL018828	ENSOCUG00000024023	82221	84719	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TJI8]
3112	GL018828	ENSOCUG00000024525	181517	209831	1		
3112	GL018828	ENSOCUG00000024886	8288	35303	1	KCTD5	potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423]
3112	GL018828	ENSOCUG00000025415	517391	519363	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U404]
3112	GL018828	ENSOCUG00000025990	36919	42473	-1	PRSS27	protease, serine 27 [Source:HGNC Symbol;Acc:HGNC:15475]
3112	GL018828	ENSOCUG00000026274	381789	382727	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1SSE3]
3112	GL018828	ENSOCUG00000026288	695455	698260	-1	C16orf90	chromosome 16 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:34455]
3112	GL018828	ENSOCUG00000026308	87113	88627	-1	ZG16B	zymogen granule protein 16B [Source:HGNC Symbol;Acc:HGNC:30456]
3112	GL018828	ENSOCUG00000026633	655503	659535	-1	ZNF597	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]
3112	GL018828	ENSOCUG00000026852	596746	597684	1	OR2C1	olfactory receptor family 2 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8242]
3112	GL018828	ENSOCUG00000026873	400376	401308	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U2N3]
3112	GL018828	ENSOCUG00000027552	414818	415792	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1U288]
3112	GL018828	ENSOCUG00000027620	224248	225015	1	PAQR4	progestin and adipoQ receptor family member IV [Source:HGNC Symbol;Acc:HGNC:26386]
3112	GL018828	ENSOCUG00000027985	260679	268190	1	TNFRSF12A	tumor necrosis factor receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]
3112	GL018828	ENSOCUG00000028059	763090	777861	-1	NLRC3	NLR family, CARD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29889]
3112	GL018828	ENSOCUG00000029041	292422	292940	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U9N9]
3116	GL018829	ENSOCUG00000002705	772489	776504	-1	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans) [Source:HGNC Symbol;Acc:HGNC:25824]
3116	GL018829	ENSOCUG00000002710	810325	816949	-1	CASP14	caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502]
3116	GL018829	ENSOCUG00000002715	762806	772852	1	ILVBL	ilvB (bacterial acetolactate synthase)-like [Source:HGNC Symbol;Acc:HGNC:6041]
3116	GL018829	ENSOCUG00000004051	566607	580006	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SKZ2]
3116	GL018829	ENSOCUG00000004063	505645	530658	1	WIZ	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:HGNC:30917]
3116	GL018829	ENSOCUG00000007555	478944	485822	1	PGLYRP2	peptidoglycan recognition protein 2 [Source:HGNC Symbol;Acc:HGNC:30013]
3116	GL018829	ENSOCUG00000011417	531842	566464	1	AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]
3116	GL018829	ENSOCUG00000012997	686051	691596	1	EPHX3	epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]
3116	GL018829	ENSOCUG00000013002	654639	683040	1	BRD4	bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]
3116	GL018829	ENSOCUG00000013354	856123	880298	1	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:10944]
3116	GL018829	ENSOCUG00000014658	883858	884398	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1T7U3]
3116	GL018829	ENSOCUG00000017247	438707	471864	-1	CYP4F22	cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]
3116	GL018829	ENSOCUG00000022014	703871	728340	1	NOTCH3	notch 3 [Source:HGNC Symbol;Acc:HGNC:7883]
3116	GL018829	ENSOCUG00000023277	236241	237206	1		Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:G1TYX1]
3116	GL018829	ENSOCUG00000024181	837451	842924	-1	CCDC105	coiled-coil domain containing 105 [Source:HGNC Symbol;Acc:HGNC:26866]
3116	GL018829	ENSOCUG00000024629	490575	500257	1	RASAL3	RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129]
3116	GL018829	ENSOCUG00000024852	786850	787788	-1	OR1I1	olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207]
3116	GL018829	ENSOCUG00000025407	750775	751638	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TRW9]
3116	GL018829	ENSOCUG00000026315	165181	167536	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U5F8]
3116	GL018829	ENSOCUG00000026416	344722	364321	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TLP9]
3116	GL018829	ENSOCUG00000026901	255447	256558	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U0B2]
3116	GL018829	ENSOCUG00000028100	308747	326749	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TEZ8]
3116	GL018829	ENSOCUG00000029225	425982	435833	-1		
3116	GL018829	ENSOCUG00000029480	404048	414132	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TQ61]
3108	GL018830	ENSOCUG00000026117	588457	589446	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TKD8]
3108	GL018830	ENSOCUG00000027761	46480	48997	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TK06]
3107	GL018831	ENSOCUG00000001646	253469	258987	1	ZNHIT1	zinc finger, HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]
3107	GL018831	ENSOCUG00000002853	68998	69504	-1	VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]
3107	GL018831	ENSOCUG00000002923	225186	228194	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SIM4]
3107	GL018831	ENSOCUG00000002931	116654	119026	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SIN1]
3107	GL018831	ENSOCUG00000004985	243155	245448	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SMY3]
3107	GL018831	ENSOCUG00000005993	215950	218458	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SQ33]
3107	GL018831	ENSOCUG00000005999	176723	178781	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SQ36]
3107	GL018831	ENSOCUG00000007709	292317	302170	-1	IFT22	intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895]
3107	GL018831	ENSOCUG00000010209	262459	265434	-1	CLDN15	claudin 15 [Source:HGNC Symbol;Acc:HGNC:2036]
3107	GL018831	ENSOCUG00000010799	60434	65959	1	AP1S1	adaptor related protein complex 1 sigma 1 subunit [Source:HGNC Symbol;Acc:HGNC:559]
3107	GL018831	ENSOCUG00000015625	532088	810563	1	CUX1	cut-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557]
3107	GL018831	ENSOCUG00000016068	43535	50316	1	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:HGNC Symbol;Acc:HGNC:8583]
3107	GL018831	ENSOCUG00000016081	107786	109482	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TAV5]
3107	GL018831	ENSOCUG00000016096	103378	105234	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TAW2]
3107	GL018831	ENSOCUG00000016198	184314	186333	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TB46]
3107	GL018831	ENSOCUG00000021812	247103	252659	-1	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]
3107	GL018831	ENSOCUG00000022293	318450	412363	1	COL26A1	collagen, type XXVI, alpha 1 [Source:HGNC Symbol;Acc:HGNC:18038]
3107	GL018831	ENSOCUG00000023720	267230	269820	-1	FIS1	fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]
3107	GL018831	ENSOCUG00000024048	432800	439131	-1	MYL10	myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]
3107	GL018831	ENSOCUG00000026907	1327	7603	1	MUC17	mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]
3107	GL018831	ENSOCUG00000029535	198310	207806	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KNH7]
3132	GL018832	ENSOCUG00000028198	950192	992915	1	BACE2	beta-site APP-cleaving enzyme 2 [Source:HGNC Symbol;Acc:HGNC:934]
3110	GL018833	ENSOCUG00000003251	508111	512491	1	ZNF426	zinc finger protein 426 [Source:HGNC Symbol;Acc:HGNC:20725]
3110	GL018833	ENSOCUG00000004527	88190	95058	-1	ICAM5	intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]
3110	GL018833	ENSOCUG00000004707	338799	381943	1	OLFM2	olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]
3110	GL018833	ENSOCUG00000004728	217266	222379	-1	C19orf66	chromosome 19 open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:25649]
3110	GL018833	ENSOCUG00000006857	480192	483553	-1		
3110	GL018833	ENSOCUG00000008415	156386	194644	1	DNMT1	DNA (cytosine-5-)-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]
3110	GL018833	ENSOCUG00000010097	226773	254228	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SYK4]
3110	GL018833	ENSOCUG00000010381	413559	416292	1	FBXL12	F-box and leucine-rich repeat protein 12 [Source:HGNC Symbol;Acc:HGNC:13611]
3110	GL018833	ENSOCUG00000011468	262153	269888	-1	RDH8	retinol dehydrogenase 8 (all-trans) [Source:HGNC Symbol;Acc:HGNC:14423]
3110	GL018833	ENSOCUG00000014816	39254	57635	1	TYK2	tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
3110	GL018833	ENSOCUG00000014857	271672	309666	1	COL5A3	collagen, type V, alpha 3 [Source:HGNC Symbol;Acc:HGNC:14864]
3110	GL018833	ENSOCUG00000020918	64007	77242	1	RAVER1	ribonucleoprotein, PTB-binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]
3110	GL018833	ENSOCUG00000020988	217340	218341	1	ANGPTL6	angiopoietin like 6 [Source:HGNC Symbol;Acc:HGNC:23140]
3110	GL018833	ENSOCUG00000023156	82588	85769	1	ZGLP1	zinc finger, GATA-like protein 1 [Source:HGNC Symbol;Acc:HGNC:37245]
3110	GL018833	ENSOCUG00000023214	204747	205433	-1	P2RY11	purinergic receptor P2Y, G-protein coupled, 11 [Source:HGNC Symbol;Acc:HGNC:8540]
3110	GL018833	ENSOCUG00000027096	24281	31900	1	CDC37	cell division cycle 37 [Source:HGNC Symbol;Acc:HGNC:1735]
3110	GL018833	ENSOCUG00000027713	806049	806972	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1TM57]
3110	GL018833	ENSOCUG00000027735	780634	781548	1		Olfactory receptor  [Source:UniProtKB/TrEMBL;Acc:G1TWP6]
3110	GL018833	ENSOCUG00000027745	59106	63719	1	ICAM3	intercellular adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:5346]
3110	GL018833	ENSOCUG00000029004	401302	402367	-1	UBL5	ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736]
3110	GL018833	ENSOCUG00000029168	465664	468649	-1		
3110	GL018833	ENSOCUG00000029187	113262	116146	-1	MRPL4	mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]
3110	GL018833	ENSOCUG00000029223	749024	754348	1	ZNF699	zinc finger protein 699 [Source:HGNC Symbol;Acc:HGNC:24750]
3110	GL018833	ENSOCUG00000029276	542823	549018	1	ZNF197	zinc finger protein 197 [Source:HGNC Symbol;Acc:HGNC:12988]
3110	GL018833	ENSOCUG00000029473	576749	578374	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KPN8]
3110	GL018833	ENSOCUG00000029594	616257	617948	1		
3110	GL018833	ENSOCUG00000029644	97980	106836	-1	ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
3106	GL018834	ENSOCUG00000004389	95126	109548	1	RAB19	RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]
3106	GL018834	ENSOCUG00000004424	630248	634120	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SLS7]
3106	GL018834	ENSOCUG00000005487	333933	464960	-1	BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
3106	GL018834	ENSOCUG00000008847	33763	92632	-1	SLC37A3	solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]
3106	GL018834	ENSOCUG00000010180	120333	134593	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SYR7]
3106	GL018834	ENSOCUG00000012813	283164	306489	1	ADCK2	aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]
3106	GL018834	ENSOCUG00000014993	158088	243258	-1	DENND2A	DENN/MADD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]
3106	GL018834	ENSOCUG00000023842	312196	323108	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1U4I9]
3105	GL018835	ENSOCUG00000000122	186495	195001	1	FKRP	fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]
3105	GL018835	ENSOCUG00000000967	686746	704417	-1	NAPA	NSF attachment protein alpha [Source:HGNC Symbol;Acc:HGNC:7641]
3105	GL018835	ENSOCUG00000000969	706919	744506	-1	ZNF541	zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294]
3105	GL018835	ENSOCUG00000003756	64204	65424	-1	PNMAL1	paraneoplastic Ma antigen family-like 1 [Source:HGNC Symbol;Acc:HGNC:25578]
3105	GL018835	ENSOCUG00000003974	110621	111199	-1	GNG8	guanine nucleotide binding protein (G protein), gamma 8 [Source:HGNC Symbol;Acc:HGNC:19664]
3105	GL018835	ENSOCUG00000009144	195171	208599	-1	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5 [Source:HGNC Symbol;Acc:HGNC:10943]
3105	GL018835	ENSOCUG00000013560	545844	557810	1	CCDC9	coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]
3105	GL018835	ENSOCUG00000014005	605725	627207	1	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:HGNC:16719]
3105	GL018835	ENSOCUG00000016061	376779	387498	1	NPAS1	neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]
3105	GL018835	ENSOCUG00000017126	304129	420613	1	ARHGAP35	Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]
3105	GL018835	ENSOCUG00000021025	13344	33090	1	PPP5C	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]
3105	GL018835	ENSOCUG00000021418	165800	178643	-1	STRN4	striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721]
3105	GL018835	ENSOCUG00000022167	582476	583528	1	C5AR1	complement component 5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]
3105	GL018835	ENSOCUG00000023097	387212	389888	-1	TMEM160	transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]
3105	GL018835	ENSOCUG00000023719	797283	804250	1	GLTSCR1	glioma tumor suppressor candidate region gene 1 [Source:HGNC Symbol;Acc:HGNC:4332]
